zipcode,Build_Small,Build_Medium,Build_Large,New_Total,U5_From_New,New_U5,Existing_Total,Expand_Total,Need_Total,Meet_Total_Demand,Existing_U5,Expand_U5,Need_U5,Meet_U5_Demand,Desert_Eliminated,Cost_Build,Cost_ExpandBase,Cost_U5_Equip
13338,1,0,0,100,14,14,8,0,90,TRUE,0,0,14,TRUE,TRUE,65000,0,1400
13339,0,0,2,800,332,332,80,0,579,TRUE,0,0,332,TRUE,TRUE,230000,0,33200
13340,1,0,1,500,250,250,72,5,396,TRUE,4.8,5,259,TRUE,TRUE,180000,4100,25500
13342,1,0,0,100,33,33,0,0,30,TRUE,0,0,33,TRUE,TRUE,65000,,3300
13343,1,0,0,100,36,36,16,0,73,TRUE,9.6,0,45,TRUE,TRUE,65000,0,3600
13345,1,0,0,100,16,16,0,0,11,TRUE,0,0,16,TRUE,TRUE,65000,,1600
13346,1,0,0,100,50,50,146,7,189,TRUE,67.6,7,124,TRUE,TRUE,65000,2955.555556,5700
13348,1,0,0,100,49,49,8,0,70,TRUE,0,0,49,TRUE,TRUE,65000,0,4900
13350,0,0,1,400,127,127,135,0,425,TRUE,63.8,0,190,TRUE,TRUE,115000,0,12700
13352,1,0,0,100,0,0,0,0,6,TRUE,0,0,0,TRUE,TRUE,65000,,0
13353,1,0,0,100,2,2,0,0,3,TRUE,0,0,2,TRUE,TRUE,65000,,200
13354,0,0,1,400,184,184,0,0,216,TRUE,0,0,184,TRUE,TRUE,115000,,18400
13355,0,1,0,200,78,78,16,0,78,TRUE,0,0,78,TRUE,TRUE,95000,0,7800
13357,0,0,2,800,283,283,124,0,852,TRUE,0,0,283,TRUE,TRUE,230000,0,28300
13360,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
13361,1,0,0,100,30,30,0,0,33,TRUE,0,0,30,TRUE,TRUE,65000,,3000
13363,0,0,1,400,120,120,0,0,144,TRUE,0,0,120,TRUE,TRUE,115000,,12000
13364,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
13365,0,0,2,800,354,354,184,0,813,TRUE,31,0,385,TRUE,TRUE,230000,0,35400
13367,0,0,1,400,200,200,261,16,385,TRUE,86.2,16,302,TRUE,TRUE,115000,7834.099617,21600
13368,1,0,0,100,40,40,38,0,96,TRUE,22.8,0,62,TRUE,TRUE,65000,0,4000
13402,1,0,0,100,27,27,10,0,59,TRUE,0,0,27,TRUE,TRUE,65000,0,2700
13404,1,0,0,100,5,5,0,0,10,TRUE,0,0,5,TRUE,TRUE,65000,,500
13406,1,0,0,100,18,18,0,0,47,TRUE,0,0,18,TRUE,TRUE,65000,,1800
13408,1,0,0,100,12,12,89,0,144,TRUE,52.4,0,64,TRUE,TRUE,65000,0,1200
13410,1,0,0,100,11,11,0,0,11,TRUE,0,0,11,TRUE,TRUE,65000,,1100
13411,0,1,0,200,95,95,81,0,173,TRUE,10.2,0,105,TRUE,TRUE,95000,0,9500
13413,0,0,1,400,188,188,374,0,669,TRUE,151.6,0,339,TRUE,TRUE,115000,0,18800
13415,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13416,0,1,0,200,92,92,16,0,120,TRUE,0,0,92,TRUE,TRUE,95000,0,9200
13417,1,0,0,100,50,50,20,4,106,TRUE,0,4,54,TRUE,TRUE,65000,8000,5400
13418,1,0,0,100,2,2,0,0,2,TRUE,0,0,2,TRUE,TRUE,65000,,200
13421,0,0,2,800,351,351,354,0,953,TRUE,113.4,0,464,TRUE,TRUE,230000,0,35100
13425,0,1,0,200,64,64,0,0,114,TRUE,0,0,64,TRUE,TRUE,95000,,6400
13428,1,0,0,100,40,40,0,0,82,TRUE,0,0,40,TRUE,TRUE,65000,,4000
13433,0,1,0,200,96,96,0,0,197,TRUE,0,0,96,TRUE,TRUE,95000,,9600
13436,1,0,0,100,2,2,0,0,4,TRUE,0,0,2,TRUE,TRUE,65000,,200
13437,1,0,0,100,14,14,0,0,15,TRUE,0,0,14,TRUE,TRUE,65000,,1400
13438,0,1,0,200,93,93,0,0,129,TRUE,0,0,93,TRUE,TRUE,95000,,9300
13439,0,0,1,400,154,154,15,0,281,TRUE,9,0,163,TRUE,TRUE,115000,0,15400
13450,1,0,0,100,24,24,0,0,20,TRUE,0,0,24,TRUE,TRUE,65000,,2400
13452,0,0,1,400,177,177,36,0,374,TRUE,12,0,189,TRUE,TRUE,115000,0,17700
13454,1,0,0,100,24,24,0,0,37,TRUE,0,0,24,TRUE,TRUE,65000,,2400
13455,1,0,0,100,2,2,0,0,7,TRUE,0,0,2,TRUE,TRUE,65000,,200
13456,0,0,1,400,170,170,16,0,261,TRUE,0,0,170,TRUE,TRUE,115000,0,17000
13457,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
13459,0,1,0,200,60,60,36,0,170,TRUE,12,0,72,TRUE,TRUE,95000,0,6000
13461,0,0,1,400,144,144,68,0,151,TRUE,0,0,144,TRUE,TRUE,115000,0,14400
13464,1,0,0,100,28,28,0,0,97,TRUE,0,0,28,TRUE,TRUE,65000,,2800
13468,1,0,0,100,9,9,0,0,18,TRUE,0,0,9,TRUE,TRUE,65000,,900
13469,1,0,0,100,12,12,16,0,42,TRUE,0,0,12,TRUE,TRUE,65000,0,1200
13470,1,0,0,100,26,26,0,0,47,TRUE,0,0,26,TRUE,TRUE,65000,,2600
13471,0,0,1,400,140,140,0,0,266,TRUE,0,0,140,TRUE,TRUE,115000,,14000
13472,0,1,0,200,64,64,0,0,53,TRUE,0,0,64,TRUE,TRUE,95000,,6400
13473,1,0,0,100,50,50,60,2,80,TRUE,0,2,52,TRUE,TRUE,65000,1066.666667,5200
13475,1,0,0,100,2,2,0,0,2,TRUE,0,0,2,TRUE,TRUE,65000,,200
13476,0,0,1,400,126,126,0,0,144,TRUE,0,0,126,TRUE,TRUE,115000,,12600
13477,1,0,0,100,46,46,0,0,81,TRUE,0,0,46,TRUE,TRUE,65000,,4600
13478,0,1,0,200,100,100,88,8,91,TRUE,0,8,108,TRUE,TRUE,95000,8300,10800
13480,0,1,0,200,93,93,52,0,167,TRUE,0,0,93,TRUE,TRUE,95000,0,9300
13482,1,0,0,100,0,0,0,0,4,TRUE,0,0,0,TRUE,TRUE,65000,,0
13483,1,0,0,100,28,28,0,0,40,TRUE,0,0,28,TRUE,TRUE,65000,,2800
13484,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13485,0,1,0,200,69,69,0,0,162,TRUE,0,0,69,TRUE,TRUE,95000,,6900
13486,1,0,0,100,48,48,0,0,42,TRUE,0,0,48,TRUE,TRUE,65000,,4800
13488,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13489,1,0,0,100,7,7,0,0,18,TRUE,0,0,7,TRUE,TRUE,65000,,700
13491,0,0,1,400,142,142,48,0,185,TRUE,10.8,0,152,TRUE,TRUE,115000,0,14200
13493,0,0,1,400,150,150,0,0,231,TRUE,0,0,150,TRUE,TRUE,115000,,15000
13494,1,0,0,100,11,11,0,0,10,TRUE,0,0,11,TRUE,TRUE,65000,,1100
13602,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13603,1,0,9,3700,1823,1823,0,0,2523,TRUE,0,0,1823,TRUE,TRUE,1100000,,182300
13606,0,1,0,200,70,70,77,0,130,TRUE,10.2,0,80,TRUE,TRUE,95000,0,7000
13607,1,0,0,100,28,28,0,0,44,TRUE,0,0,28,TRUE,TRUE,65000,,2800
13608,0,1,0,200,78,78,50,0,139,TRUE,0,0,78,TRUE,TRUE,95000,0,7800
13611,1,0,0,100,20,20,8,0,48,TRUE,0,0,20,TRUE,TRUE,65000,0,2000
13612,0,1,0,200,63,63,36,0,113,TRUE,0,0,63,TRUE,TRUE,95000,0,6300
13613,1,0,0,100,50,50,74,4,172,TRUE,44.6,4,98,TRUE,TRUE,65000,2203.508772,5400
13614,1,0,0,100,16,16,0,0,28,TRUE,0,0,16,TRUE,TRUE,65000,,1600
13618,0,1,0,200,66,66,0,0,93,TRUE,0,0,66,TRUE,TRUE,95000,,6600
13620,0,0,1,400,122,122,126,0,240,TRUE,18.6,0,140,TRUE,TRUE,115000,0,12200
13621,0,1,0,200,62,62,0,0,81,TRUE,0,0,62,TRUE,TRUE,95000,,6200
13622,0,1,0,200,64,64,8,0,123,TRUE,0,0,64,TRUE,TRUE,95000,0,6400
13623,1,0,0,100,3,3,0,0,2,TRUE,0,0,3,TRUE,TRUE,65000,,300
13628,1,0,0,100,32,32,0,0,47,TRUE,0,0,32,TRUE,TRUE,65000,,3200
13632,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13633,1,0,0,100,15,15,0,0,41,TRUE,0,0,15,TRUE,TRUE,65000,,1500
13634,0,1,0,200,95,95,41,0,207,TRUE,10.2,0,105,TRUE,TRUE,95000,0,9500
13635,0,1,0,200,54,54,0,0,118,TRUE,0,0,54,TRUE,TRUE,95000,,5400
13636,1,0,0,100,12,12,0,0,25,TRUE,0,0,12,TRUE,TRUE,65000,,1200
13638,1,0,0,100,0,0,0,0,38,TRUE,0,0,0,TRUE,TRUE,65000,,0
13639,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13640,1,0,0,100,7,7,0,0,13,TRUE,0,0,7,TRUE,TRUE,65000,,700
13641,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13643,1,0,0,100,18,18,0,0,18,TRUE,0,0,18,TRUE,TRUE,65000,,1800
13645,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13646,0,1,0,200,67,67,16,0,164,TRUE,0,0,67,TRUE,TRUE,95000,0,6700
13647,1,0,0,100,0,0,0,0,6,TRUE,0,0,0,TRUE,TRUE,65000,,0
13648,1,0,0,100,5,5,44,0,82,TRUE,29.6,0,34,TRUE,TRUE,65000,0,500
13649,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13650,1,0,0,100,44,44,0,0,68,TRUE,0,0,44,TRUE,TRUE,65000,,4400
13651,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
13655,0,1,0,200,54,54,113,0,304,TRUE,83,0,137,TRUE,TRUE,95000,0,5400
13658,1,0,0,100,50,50,24,4,109,TRUE,0,4,54,TRUE,TRUE,65000,9210,5400
13659,1,0,0,100,13,13,0,0,22,TRUE,0,0,13,TRUE,TRUE,65000,,1300
13660,0,1,0,200,98,98,16,0,185,TRUE,0,0,98,TRUE,TRUE,95000,0,9800
13661,0,1,0,200,63,63,0,0,90,TRUE,0,0,63,TRUE,TRUE,95000,,6300
13664,1,0,0,100,8,8,0,0,14,TRUE,0,0,8,TRUE,TRUE,65000,,800
13665,1,0,0,100,18,18,0,0,63,TRUE,0,0,18,TRUE,TRUE,65000,,1800
13666,1,0,0,100,0,0,0,0,17,TRUE,0,0,0,TRUE,TRUE,65000,,0
13667,0,0,1,400,86,86,0,0,254,TRUE,0,0,86,TRUE,TRUE,115000,,8600
13668,0,1,0,200,100,100,70,6,170,TRUE,27.6,6,133,TRUE,TRUE,95000,4648.695652,10600
13670,1,0,0,100,15,15,0,0,19,TRUE,0,0,15,TRUE,TRUE,65000,,1500
13673,0,0,1,400,134,134,144,0,205,TRUE,0,0,134,TRUE,TRUE,115000,0,13400
13674,1,0,0,100,3,3,0,0,21,TRUE,0,0,3,TRUE,TRUE,65000,,300
13675,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
13676,0,1,1,600,300,300,242,18,599,TRUE,131.2,18,449,TRUE,TRUE,210000,7517.056215,31800
13678,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13679,0,1,0,200,62,62,0,0,93,TRUE,0,0,62,TRUE,TRUE,95000,,6200
13680,0,1,0,200,80,80,0,0,164,TRUE,0,0,80,TRUE,TRUE,95000,,8000
13681,0,1,0,200,44,44,0,0,112,TRUE,0,0,44,TRUE,TRUE,95000,,4400
13682,1,0,0,100,16,16,0,0,29,TRUE,0,0,16,TRUE,TRUE,65000,,1600
13683,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13684,0,1,0,200,81,81,0,0,119,TRUE,0,0,81,TRUE,TRUE,95000,,8100
13685,1,0,0,100,46,46,20,0,74,TRUE,0,0,46,TRUE,TRUE,65000,0,4600
13687,1,0,0,100,30,30,0,0,22,TRUE,0,0,30,TRUE,TRUE,65000,,3000
13690,1,0,0,100,43,43,0,0,72,TRUE,0,0,43,TRUE,TRUE,65000,,4300
13692,1,0,0,100,0,0,0,0,8,TRUE,0,0,0,TRUE,TRUE,65000,,0
13693,1,0,0,100,4,4,0,0,3,TRUE,0,0,4,TRUE,TRUE,65000,,400
13694,0,1,0,200,58,58,8,0,93,TRUE,0,0,58,TRUE,TRUE,95000,0,5800
13695,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13696,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13697,0,1,0,200,40,40,0,0,118,TRUE,0,0,40,TRUE,TRUE,95000,,4000
13699,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13730,0,1,0,200,82,82,8,0,184,TRUE,0,0,82,TRUE,TRUE,95000,0,8200
13731,1,0,0,100,34,34,0,0,27,TRUE,0,0,34,TRUE,TRUE,65000,,3400
13732,1,0,1,500,239,239,126,0,361,TRUE,19.2,0,258,TRUE,TRUE,180000,0,23900
13733,0,0,1,400,113,113,33,0,283,TRUE,10.2,0,123,TRUE,TRUE,115000,0,11300
13734,0,1,0,200,85,85,0,0,155,TRUE,0,0,85,TRUE,TRUE,95000,,8500
13736,0,1,0,200,51,51,0,0,129,TRUE,0,0,51,TRUE,TRUE,95000,,5100
13738,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
13739,1,0,0,100,16,16,8,0,26,TRUE,0,0,16,TRUE,TRUE,65000,0,1600
13743,0,1,0,200,58,58,38,0,116,TRUE,4.8,0,62,TRUE,TRUE,95000,0,5800
13744,0,1,0,200,94,94,0,0,98,TRUE,0,0,94,TRUE,TRUE,95000,,9400
13746,1,0,0,100,49,49,8,0,78,TRUE,0,0,49,TRUE,TRUE,65000,0,4900
13747,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13748,0,0,1,400,145,145,0,0,146,TRUE,0,0,145,TRUE,TRUE,115000,,14500
13750,1,0,0,100,23,23,24,0,31,TRUE,0,0,23,TRUE,TRUE,65000,0,2300
13752,1,0,0,100,25,25,0,0,39,TRUE,0,0,25,TRUE,TRUE,65000,,2500
13754,1,0,0,100,31,31,52,3,155,TRUE,39.2,0,70,TRUE,TRUE,65000,2364.705882,3100
13755,1,0,0,100,14,14,0,0,45,TRUE,0,0,14,TRUE,TRUE,65000,,1400
13756,1,0,0,100,26,26,0,0,33,TRUE,0,0,26,TRUE,TRUE,65000,,2600
13757,1,0,0,100,13,13,8,0,54,TRUE,0,0,13,TRUE,TRUE,65000,0,1300
13777,1,0,0,100,0,0,0,0,14,TRUE,0,0,0,TRUE,TRUE,65000,,0
13780,1,0,0,100,14,14,0,0,71,TRUE,0,0,14,TRUE,TRUE,65000,,1400
13782,1,0,0,100,9,9,16,0,27,TRUE,0,0,9,TRUE,TRUE,65000,0,900
13784,1,0,0,100,14,14,16,0,27,TRUE,0,0,14,TRUE,TRUE,65000,0,1400
13786,1,0,0,100,12,12,0,0,10,TRUE,0,0,12,TRUE,TRUE,65000,,1200
13787,0,1,0,200,70,70,63,0,241,TRUE,18.6,0,88,TRUE,TRUE,95000,0,7000
13788,1,0,0,100,10,10,0,0,44,TRUE,0,0,10,TRUE,TRUE,65000,,1000
13795,0,1,0,200,60,60,16,0,131,TRUE,0,0,60,TRUE,TRUE,95000,0,6000
13796,1,0,0,100,43,43,8,0,64,TRUE,0,0,43,TRUE,TRUE,65000,0,4300
13797,0,1,0,200,53,53,0,0,190,TRUE,0,0,53,TRUE,TRUE,95000,,5300
13801,1,0,0,100,32,32,0,0,65,TRUE,0,0,32,TRUE,TRUE,65000,,3200
13802,1,0,0,100,26,26,20,0,50,TRUE,0,0,26,TRUE,TRUE,65000,0,2600
13803,1,0,1,500,221,221,58,0,493,TRUE,30.8,0,251,TRUE,TRUE,180000,0,22100
13804,1,0,0,100,8,8,0,0,12,TRUE,0,0,8,TRUE,TRUE,65000,,800
13806,1,0,0,100,14,14,0,0,20,TRUE,0,0,14,TRUE,TRUE,65000,,1400
13807,1,0,0,100,22,22,8,0,53,TRUE,0,0,22,TRUE,TRUE,65000,0,2200
13808,1,0,0,100,25,25,17,0,65,TRUE,10.2,0,35,TRUE,TRUE,65000,0,2500
13809,0,0,1,400,124,124,0,0,146,TRUE,0,0,124,TRUE,TRUE,115000,,12400
13810,1,0,0,100,38,38,16,0,36,TRUE,0,0,38,TRUE,TRUE,65000,0,3800
13811,0,0,1,400,193,193,32,0,216,TRUE,9.6,0,202,TRUE,TRUE,115000,0,19300
13812,1,0,0,100,10,10,48,0,145,TRUE,25.6,0,35,TRUE,TRUE,65000,0,1000
13813,0,1,0,200,0,0,0,0,130,TRUE,0,0,0,TRUE,TRUE,95000,,0
13814,1,0,0,100,0,0,0,0,4,TRUE,0,0,0,TRUE,TRUE,65000,,0
13815,0,0,2,800,394,394,372,0,852,TRUE,51.4,0,445,TRUE,TRUE,230000,0,39400
13825,0,1,0,200,97,97,16,0,170,TRUE,0,0,97,TRUE,TRUE,95000,0,9700
13826,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13827,1,0,1,500,250,250,242,10,545,TRUE,133.2,10,393,TRUE,TRUE,180000,3333.333333,26000
13830,0,0,1,400,87,87,85,0,363,TRUE,10.2,0,97,TRUE,TRUE,115000,0,8700
13832,1,0,0,100,20,20,0,0,33,TRUE,0,0,20,TRUE,TRUE,65000,,2000
13833,0,1,1,600,272,272,0,0,511,TRUE,0,0,272,TRUE,TRUE,210000,,27200
13834,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13835,1,0,0,100,32,32,0,0,84,TRUE,0,0,32,TRUE,TRUE,65000,,3200
13838,0,0,0,0,0,0,287,53,340,TRUE,165.6,5,170,TRUE,TRUE,0,62111.33971,500
13839,0,1,0,200,45,45,8,0,126,TRUE,0,0,45,TRUE,TRUE,95000,0,4500
13841,1,0,0,100,29,29,0,0,61,TRUE,0,0,29,TRUE,TRUE,65000,,2900
13843,0,0,1,400,102,102,0,0,182,TRUE,0,0,102,TRUE,TRUE,115000,,10200
13844,1,0,0,100,43,43,0,0,62,TRUE,0,0,43,TRUE,TRUE,65000,,4300
13846,1,0,0,100,18,18,0,0,16,TRUE,0,0,18,TRUE,TRUE,65000,,1800
13847,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
13849,0,0,1,400,135,135,52,0,223,TRUE,12,0,147,TRUE,TRUE,115000,0,13500
13850,0,0,1,400,200,200,963,131,1075,TRUE,387.8,131,718,TRUE,TRUE,115000,73026.22123,33100
13856,0,0,1,400,166,166,127,0,404,TRUE,33,0,199,TRUE,TRUE,115000,0,16600
13859,1,0,0,100,0,0,0,0,10,TRUE,0,0,0,TRUE,TRUE,65000,,0
13860,1,0,0,100,5,5,0,0,19,TRUE,0,0,5,TRUE,TRUE,65000,,500
13861,1,0,0,100,0,0,0,0,18,TRUE,0,0,0,TRUE,TRUE,65000,,0
13862,1,0,0,100,0,0,191,0,262,TRUE,82,0,58,TRUE,TRUE,65000,0,0
13863,1,0,0,100,12,12,8,0,27,TRUE,0,0,12,TRUE,TRUE,65000,0,1200
13864,0,1,0,200,79,79,8,0,73,TRUE,0,0,79,TRUE,TRUE,95000,0,7900
13865,1,0,1,500,250,250,76,8,264,TRUE,0,8,258,TRUE,TRUE,180000,5466.666667,25800
13901,0,0,3,1200,600,600,473,48,1542,TRUE,174.4,48,822,TRUE,TRUE,345000,27489.91153,64800
13903,1,0,2,900,450,450,378,21,834,TRUE,145.2,21,616,TRUE,TRUE,295000,8291.329656,47100
14001,0,0,1,400,56,56,162,0,426,TRUE,109.2,0,165,TRUE,TRUE,115000,0,5600
14004,0,0,2,800,387,387,155,0,578,TRUE,90,0,477,TRUE,TRUE,230000,0,38700
14005,0,1,0,200,68,68,55,0,104,TRUE,0,0,68,TRUE,TRUE,95000,0,6800
14006,1,0,1,500,250,250,152,22,423,TRUE,33.6,22,305,TRUE,TRUE,180000,22423.63209,27200
14008,0,1,0,200,40,40,0,0,102,TRUE,0,0,40,TRUE,TRUE,95000,,4000
14009,0,0,1,400,95,95,122,0,364,TRUE,91.6,0,186,TRUE,TRUE,115000,0,9500
14011,1,0,1,500,250,250,140,12,299,TRUE,0,12,262,TRUE,TRUE,180000,6218.181818,26200
14012,0,0,1,400,108,108,8,0,264,TRUE,0,0,108,TRUE,TRUE,115000,0,10800
14013,0,1,0,200,44,44,0,0,162,TRUE,0,0,44,TRUE,TRUE,95000,,4400
14020,0,0,2,800,285,285,735,0,1448,TRUE,331.6,0,616,TRUE,TRUE,230000,0,28500
14024,0,1,0,200,64,64,8,0,118,TRUE,0,0,64,TRUE,TRUE,95000,0,6400
14025,1,0,0,100,50,50,114,6,127,TRUE,42,6,98,TRUE,TRUE,65000,2332.075472,5600
14026,1,0,0,100,44,44,0,0,33,TRUE,0,0,44,TRUE,TRUE,65000,,4400
14027,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14028,1,0,0,100,30,30,0,0,57,TRUE,0,0,30,TRUE,TRUE,65000,,3000
14029,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14030,0,0,1,400,146,146,0,0,144,TRUE,0,0,146,TRUE,TRUE,115000,,14600
14031,0,0,1,400,81,81,123,0,381,TRUE,39.8,0,120,TRUE,TRUE,115000,0,8100
14032,0,0,2,800,326,326,132,0,590,TRUE,33.6,0,359,TRUE,TRUE,230000,0,32600
14033,0,1,0,200,66,66,0,0,108,TRUE,0,0,66,TRUE,TRUE,95000,,6600
14034,1,0,0,100,46,46,0,0,85,TRUE,0,0,46,TRUE,TRUE,65000,,4600
14035,1,0,0,100,0,0,0,0,6,TRUE,0,0,0,TRUE,TRUE,65000,,0
14036,0,0,1,400,187,187,59,0,193,TRUE,6.6,0,193,TRUE,TRUE,115000,0,18700
14037,1,0,0,100,8,8,0,0,42,TRUE,0,0,8,TRUE,TRUE,65000,,800
14039,1,0,0,100,3,3,0,0,4,TRUE,0,0,3,TRUE,TRUE,65000,,300
14040,1,0,0,100,50,50,53,1,105,TRUE,40.4,1,91,TRUE,TRUE,65000,577.3584906,5100
14041,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
14042,0,0,1,400,153,153,39,0,344,TRUE,23.4,0,176,TRUE,TRUE,115000,0,15300
14043,0,0,1,400,200,200,849,52,1123,TRUE,508.2,52,760,TRUE,TRUE,115000,19312.00383,25200
14047,1,0,0,100,50,50,178,26,215,TRUE,112,26,188,TRUE,TRUE,65000,19263.61885,7600
14048,0,0,1,400,200,200,496,77,904,TRUE,235.2,77,512,TRUE,TRUE,115000,65414.24242,27700
14051,0,1,2,1000,500,500,384,44,1015,TRUE,178.4,44,722,TRUE,TRUE,325000,18978.91348,54400
14052,0,0,1,400,200,200,329,52,680,TRUE,153,52,405,TRUE,TRUE,115000,39810.86431,25200
14054,1,0,0,100,44,44,0,0,95,TRUE,0,0,44,TRUE,TRUE,65000,,4400
14055,1,0,0,100,21,21,0,0,33,TRUE,0,0,21,TRUE,TRUE,65000,,2100
14056,1,0,0,100,0,0,0,0,12,TRUE,0,0,0,TRUE,TRUE,65000,,0
14057,0,0,1,400,193,193,107,0,350,TRUE,56,0,249,TRUE,TRUE,115000,0,19300
14058,0,0,1,400,172,172,40,0,210,TRUE,0,0,172,TRUE,TRUE,115000,0,17200
14059,0,1,1,600,300,300,339,30,555,TRUE,136,30,466,TRUE,TRUE,210000,13754.27477,33000
14060,1,0,0,100,2,2,0,0,14,TRUE,0,0,2,TRUE,TRUE,65000,,200
14061,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
14062,0,0,1,400,121,121,0,0,250,TRUE,0,0,121,TRUE,TRUE,115000,,12100
14063,0,1,0,200,100,100,336,6,411,TRUE,188,6,294,TRUE,TRUE,95000,2476.595745,10600
14065,0,1,0,200,60,60,0,0,150,TRUE,0,0,60,TRUE,TRUE,95000,,6000
14067,0,1,0,200,94,94,72,0,251,TRUE,9.6,0,103,TRUE,TRUE,95000,0,9400
14069,1,0,0,100,41,41,0,0,47,TRUE,0,0,41,TRUE,TRUE,65000,,4100
14070,0,1,1,600,289,289,84,0,591,TRUE,24.8,0,313,TRUE,TRUE,210000,0,28900
14072,0,0,2,800,379,379,841,0,969,TRUE,418,0,797,TRUE,TRUE,230000,0,37900
14080,0,1,0,200,100,100,107,17,200,TRUE,53.8,17,170,TRUE,TRUE,95000,18653.49398,11700
14082,1,0,0,100,12,12,8,0,49,TRUE,0,0,12,TRUE,TRUE,65000,0,1200
14083,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14085,0,0,1,400,159,159,211,0,488,TRUE,117.4,0,276,TRUE,TRUE,115000,0,15900
14086,0,0,4,1600,800,800,740,43,1606,TRUE,356,43,1199,TRUE,TRUE,460000,14893.23753,84300
14091,0,1,0,200,68,68,8,0,161,TRUE,0,0,68,TRUE,TRUE,95000,0,6800
14092,0,1,0,200,97,97,177,0,306,TRUE,116.8,0,213,TRUE,TRUE,95000,0,9700
14098,0,0,1,400,174,174,0,0,310,TRUE,0,0,174,TRUE,TRUE,115000,,17400
14101,0,1,0,200,52,52,0,0,124,TRUE,0,0,52,TRUE,TRUE,95000,,5200
14102,1,0,0,100,9,9,0,0,54,TRUE,0,0,9,TRUE,TRUE,65000,,900
14105,1,0,1,500,242,242,8,0,290,TRUE,0,0,242,TRUE,TRUE,180000,0,24200
14109,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14111,0,1,0,200,78,78,16,0,145,TRUE,0,0,78,TRUE,TRUE,95000,0,7800
14112,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14113,1,0,0,100,33,33,0,0,29,TRUE,0,0,33,TRUE,TRUE,65000,,3300
14120,0,0,6,2400,1200,1200,968,45,1933,TRUE,429.6,45,1674,TRUE,TRUE,690000,16532.45247,124500
14125,0,0,1,400,98,98,0,0,205,TRUE,0,0,98,TRUE,TRUE,115000,,9800
14126,1,0,0,100,0,0,0,0,11,TRUE,0,0,0,TRUE,TRUE,65000,,0
14127,0,0,2,800,400,400,1125,53,1538,TRUE,658.6,53,1111,TRUE,TRUE,230000,17598.00809,45300
14129,1,0,0,100,30,30,0,0,82,TRUE,0,0,30,TRUE,TRUE,65000,,3000
14130,1,0,0,100,0,0,0,0,7,TRUE,0,0,0,TRUE,TRUE,65000,,0
14132,0,0,1,400,96,96,101,0,359,TRUE,38.2,0,134,TRUE,TRUE,115000,0,9600
14134,1,0,0,100,4,4,0,0,6,TRUE,0,0,4,TRUE,TRUE,65000,,400
14135,1,0,0,100,0,0,0,0,4,TRUE,0,0,0,TRUE,TRUE,65000,,0
14136,0,0,1,400,156,156,16,0,301,TRUE,0,0,156,TRUE,TRUE,115000,0,15600
