,facility_id,program_type,facility_status,facility_name,city,zipcode,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,total_capacity,latitude,longitude,under-5_capacity
11890,40345,SACC,Registration,Farmingdale Care Inc #4,Farmingdale,11735,Farmingdale,0,0,0,81,0,81,40.715464,-73.446971,0.0
11891,801864,SACC,Registration,Just For Kids,Buffalo,14206,Cheektowaga-Sloan,0,0,0,44,0,44,42.883311,-78.778026,0.0
11892,863711,SACC,Registration,"Imogen Roche Foundation, Inc.",New York,10011,Manhattan 2,0,0,42,630,0,672,40.73897,-73.995105,25.2
11893,490384,SACC,Registration,Phipps Community Development Corporation,Bronx,10466,Bronx 11,0,0,0,214,0,214,40.891452,-73.838566,0.0
11894,735082,GFDC,License,"Maguina, Nelly",Bronx,10453,Bronx 10,0,0,0,4,12,16,40.857319,-73.901051,0.0
11895,72047,GFDC,License,"Friedman, Sylvia",Brooklyn,11230,Brooklyn 21,0,0,0,4,12,16,40.613544,-73.957076,0.0
11896,871513,GFDC,License,NSL First Step,Hewlett,11557,Lynbrook,0,0,0,4,12,16,40.640388,-73.679873,0.0
11897,269402,FDC,Registration,"Ballard, Jennifer",Argyle,12809,Argyle,0,0,0,2,6,8,43.225197,-73.513574,0.0
11898,218730,FDC,Registration,"Quibell, Cheryl",Dansville,14437,Dansville,0,0,0,2,6,8,42.598976,-77.698316,0.0
11899,39797,DCC,License,Big Chief Nursery School,E Meadow,11554,East Meadow,24,47,84,0,0,155,40.7059,-73.5442,121.4
11900,352918,GFDC,License,"Roberts, Valerie",Bronx,10459,Bronx 12,0,0,0,4,12,16,40.830404,-73.89452,0.0
11901,39589,DCC,License,New Day Children's Center,Watertown,13601,Watertown,16,28,72,30,0,146,43.9743,-75.9097,87.19999999999999
11902,402174,GFDC,License,Shapiro's LLC,Airmont,10952,East Ramapo,0,0,0,4,12,16,41.105462,-74.080908,0.0
11903,709842,SACC,Registration,NIA Community Services Network @ PS/IS 104,Brooklyn,11209,Brooklyn 20,0,0,0,160,0,160,40.618172,-74.028855,0.0
11904,864349,DCC,License,Luke's Other Friends,Goshen,10924,Goshen,12,12,50,0,0,74,41.404436,-74.323341,54.0
11905,786477,SACC,Registration,"JIL'S Homework Center, INC",Bronx,10457,Bronx 10,0,0,0,34,0,34,40.84887,-73.88999,0.0
11906,709691,SACC,Registration,SOBRO Development Corporation,Bronx,10473,Bronx 8,0,0,0,142,0,142,40.814686,-73.856283,0.0
11907,43499,DCC,License,St. David's Episcopal Day School,Riverhead,11901,Riverhead,16,23,81,13,0,133,40.921412,-72.665339,87.6
11908,758210,GFDC,License,"Moubarak, Sonya",Bronx,10460,Bronx 12,0,0,0,0,10,10,40.842761,-73.883694,0.0
11909,807922,FDC,Registration,"Hockey, Melissa",Liverpool,13090,Liverpool,0,0,0,2,6,8,,,0.0
11910,874609,GFDC,License,"Lopez, Cira",Bronx,10456,Bronx 9,0,0,0,0,12,12,40.831744,-73.906443,0.0
11911,696533,GFDC,License,"Micheau, Mary",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16,40.642642,-73.898264,0.0
11912,878797,SACC,Registration,"Harriman Summer Camp S-11, Inc",Jamaica,11434,Queens 29,0,0,0,173,0,173,40.691545,-73.778554,0.0
11913,764985,DCC,License,Sunshine Academy of Westhampton,Westhampton Beach,11978,Westhampton Beach,0,16,46,18,0,80,40.820552,-72.628517,43.599999999999994
11914,792013,DCC,License,Little Scholars Learning Center,Schenectady,12306,Mohonasen,8,10,26,0,0,44,42.789867,-73.981281,33.6
11915,882467,GFDC,License,JA'DORE'S PLAY TIME LLC,New York,10039,Manhattan 5,0,0,0,4,12,16,40.827244,-73.939816,0.0
11916,37848,FDC,Registration,"Hill, Gloria",Syracuse,13205,Syracuse,0,0,0,2,5,7,43.013872,-76.146712,0.0
11917,837440,GFDC,License,Gospel of Peace International,Hempstead,11550,Hempstead,0,0,0,4,12,16,40.703326,-73.614319,0.0
11918,877494,DCC,License,"Campus and Community Children's Center, Inc.",Dunkirk,14048,Dunkirk,8,12,90,0,0,110,42.475547,-79.332836,74.0
11919,777366,GFDC,License,"Harrison-Ferrand, Talisa",Brooklyn,11206,Brooklyn 14,0,0,0,4,12,16,40.704982,-73.947251,0.0
11920,854749,GFDC,License,"KIDS IN THE HILLS CHILDCARE, LLC",Westbury,11590,Hicksville,0,0,0,4,12,16,40.765952,-73.556421,0.0
11921,861013,DCC,License,A Smart Start Group II LLC,inwood,11096,Lawrence,0,22,21,0,0,43,40.61674,-73.746815,34.6
11922,301729,FDC,Registration,"Renvill, Xiomara",Bronx,10459,Bronx 12,0,0,0,0,6,6,40.82335,-73.89031,0.0
11923,707153,DCC,License,Alternatives for Children,Dix Hills,11746,Half Hollow Hills,0,0,436,0,0,436,40.789242,-73.369072,261.59999999999997
11924,648455,FDC,Registration,"Cabrera, Andrea",New York,10040,Manhattan 6,0,0,0,2,6,8,40.854012,-73.927885,0.0
11925,796490,GFDC,License,"Duck Walk Montessori, Inc.",Eastport,11941,Eastport-South Manor,0,0,0,4,12,16,40.828691,-72.713652,0.0
11926,502737,GFDC,License,"Tot's R Us Group Family Day Care II, Inc.",Staten Island,10303,Richmond 31,0,0,0,4,12,16,40.627377,-74.158057,0.0
11927,596016,GFDC,License,"Lugo De Sanchez, Marisol",Bronx,10463,Bronx 10,0,0,0,2,12,14,40.878961,-73.905939,0.0
11928,40860,DCC,License,"First Step Day Care, Inc.",Watertown,13601,Watertown,8,8,33,15,0,64,43.972159,-75.911108,35.8
11929,27982,FDC,Registration,"Yax, Linda",Buffalo,14214,Buffalo,0,0,0,2,6,8,42.946663,-78.837319,0.0
11930,709286,GFDC,License,"Growing Up Giggles, LLC",Brooklyn,11232,Brooklyn 15,0,0,0,4,12,16,40.656485,-74.000741,0.0
11931,129687,DCC,License,"Ivy League Day Care Center, INC.",New Windsor,12553,Cornwall,7,12,34,20,0,73,41.443086,-74.055245,39.4
11932,628564,DCC,License,Creative Play Learning Center,Getzville,14068,Williamsville,16,28,28,0,0,72,43.023859,-78.768735,60.8
11933,707869,SACC,Registration,Friends of Crown Heights,Brooklyn,11207,Brooklyn 19,0,0,0,34,0,34,40.661587,-73.893305,0.0
11934,795429,DCC,License,BRIGHTPATH,Elma,14059,Iroquois,16,20,30,15,0,81,42.834135,-78.636782,54.0
11935,264299,GFDC,License,"Cruz, Raysa",Bronx,10453,Bronx 10,0,0,0,2,12,14,40.850663,-73.918013,0.0
11936,856613,GFDC,License,Little Start Group Daycare Corp,Farmingdale,11735,Farmingdale,0,0,0,4,12,16,40.721025,-73.43722,0.0
11937,268731,GFDC,License,Great Smiles Day Care Center,Brooklyn,11216,Brooklyn 13,0,0,0,4,12,16,40.682307,-73.946381,0.0
11938,339179,SACC,Registration,The Child Center Of New York @ PS 56,Richmond Hill,11418,Queens 27,0,0,0,280,0,280,40.699098,-73.83547,0.0
11939,42227,DCC,License,Shalom Day Care Center,Plainview,11803,Plainview,32,72,39,21,0,164,40.7806,-73.492946,127.4
11940,447825,GFDC,License,"Padilla, Jenny",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,,,0.0
11941,168690,GFDC,License,"Wong, Siau Ling",Brooklyn,11204,Brooklyn 21,0,0,0,4,12,16,40.611497,-73.981187,0.0
11942,14632,FDC,Registration,"Winslow, Debra",Uniondale,11553,Uniondale,0,0,0,2,6,8,,,0.0
11943,789126,FDC,Registration,"Espinal, Niurka",Bronx,10452,Bronx 9,0,0,0,2,6,8,40.829853,-73.922667,0.0
11944,415587,DCC,License,"Canton Day Care Center, Inc.",Canton,13617,Canton,24,24,28,40,0,116,44.613603,-75.160881,64.8
11945,844389,GFDC,License,"Gilkes, Racquel",Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16,40.661817,-73.892809,0.0
11946,709667,SACC,Registration,"New York Edge, Inc.",Brooklyn,11215,Brooklyn 15,0,0,0,128,0,128,40.66287,-73.9921,0.0
11947,236895,FDC,Registration,Next Best Thing,Schenectady,12306,Schalmont,0,0,0,2,6,8,42.788745,-73.988365,0.0
11948,384331,GFDC,License,"Paulino, Argelia",New York,10025,Manhattan 3,0,0,0,0,12,12,40.799447,-73.961618,0.0
11949,43082,SACC,Registration,THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE CAPITAL DISTRICT,Ballston Lake,12019,Burnt Hills,0,0,0,44,0,44,42.910693,-73.881261,0.0
11950,71341,GFDC,License,"Forde, Shirley",Saint Albans,11434,Queens 28,0,0,0,2,12,14,40.6834,-73.766463,0.0
11951,124303,FDC,Registration,"Matos, Desideria",NEW YORK,10009,Manhattan 1,0,0,0,2,6,8,40.723116,-73.974351,0.0
11952,783447,GFDC,License,Little Lamb Group Family Daycare,Queens Village,11429,Queens 29,0,0,0,4,12,16,40.713441,-73.750976,0.0
11953,826967,GFDC,License,Charm's Daycare,Spring Valley,10977,East Ramapo,0,0,0,4,12,16,41.120117,-74.036881,0.0
11954,349092,GFDC,License,"Blanco, Luisa",Staten Island,10304,Richmond 31,0,0,0,4,12,16,40.621164,-74.073629,0.0
11955,471610,GFDC,License,"Seales, Taiesha",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16,40.642275,-73.893657,0.0
11956,773821,GFDC,License,"Cruz-Balbuena, Vianda",South Richmond Hill,11419,Queens 27,0,0,0,2,12,14,40.682096,-73.828962,0.0
11957,42827,DCC,License,KinderCare Learning Center,Victor,14564,Victor,16,26,58,0,0,100,43.010583,-77.453736,76.8
11958,739753,GFDC,License,"Garden of Angels Day Care, Inc.",Freeport,11520,Freeport,0,0,0,4,12,16,40.660653,-73.579391,0.0
11959,735833,GFDC,License,"Snuggles & Hugs, LLC",Rochester,14612,Greece,0,0,0,4,12,16,43.248172,-77.716786,0.0
11960,247023,FDC,Registration,"Garcia, Jenny",Brooklyn,11221,Brooklyn 32,0,0,0,2,5,7,40.69313,-73.913595,0.0
11961,646518,GFDC,License,New Beginnings Day Care,Brentwood,11717,Brentwood,0,0,0,4,12,16,40.774933,-73.233124,0.0
11962,904985,DCC,License,YMCA of Greater Rochester,Canandaigua,14424,Canandaigua City,16,24,36,0,0,76,42.9007,-77.30376,61.599999999999994
11963,889121,GFDC,License,"ALL THINGS ELITE, LLC",Shirley,11967,Longwood,0,0,0,4,12,16,40.842445,-72.869558,0.0
11964,891725,FDC,Registration,"Williams, Tammy",Rochester,14619,Rochester,0,0,0,2,6,8,43.137392,-77.638749,0.0
11965,883703,GFDC,License,"Wieder, Miriam",Monsey,10952,East Ramapo,0,0,0,4,12,16,41.112587,-74.068875,0.0
11966,905347,GFDC,License,KIDS CASTLE RODHEN DAYCARE LLC,Bronx,10457,Bronx 9,0,0,0,4,12,16,40.848409,-73.905378,0.0
11967,914794,GFDC,License,D and N Athletic Brains Aftercare LLC,North Baldwin,11510,Baldwin,0,0,0,4,12,16,40.663759,-73.606534,0.0
11968,896308,GFDC,License,"Maataoui, Najat",Long island City,11101,Queens 30,0,0,0,4,12,16,40.756768,-73.946324,0.0
11969,900064,SACC,Registration,Healthy Kids Extended Day Program,Salamanca,14779,Salamanca,0,0,0,40,0,40,42.162443,-78.692893,0.0
11970,893042,GFDC,License,Casita Blue Inc.,Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.682655,-73.868786,0.0
11971,912338,GFDC,License,Rainbow of Dreams,Syracuse,13203,Syracuse,0,0,0,4,12,16,43.067151,-76.135415,0.0
11972,910085,FDC,Registration,"Dewitt, Carolyn",Odessa,14869,Odessa-Montour,0,0,0,2,6,8,42.3126,-76.773905,0.0
11973,899305,GFDC,License,"Sako Epse Sako, Alamakoh",Bronx,10455,Bronx 7,0,0,0,0,10,10,40.816031,-73.915986,0.0
11974,898249,GFDC,License,TINY ANDMIGHTY LLC,Bronx,10458,Bronx 10,0,0,0,2,10,12,40.872353,-73.887212,0.0
11975,907854,GFDC,License,Avodah Shebilev,Brooklyn,11219,Brooklyn 15,0,0,0,4,12,16,40.635147,-73.993548,0.0
11976,890950,DCC,License,"GREATER OPPORTUNITES FOR BROOME AND CHENANGO, INC.",Norwich,13815,Norwich City,0,0,17,0,0,17,42.524801,-75.516381,10.2
11977,902022,DCC,License,"Young Men's Christian Association of Hornell, New York",Whitesville,14897,Whitesville,8,0,8,0,0,16,42.038573,-77.780067,12.8
11978,896468,SACC,Registration,"WTS International, LLC",Skaneateles,13152,Skaneateles,0,0,0,90,0,90,42.954084,-76.425824,0.0
11979,900452,GFDC,License,"Peguero-Hernandez, Greter",Ozone Park,11417,Queens 27,0,0,0,4,12,16,40.674153,-73.844243,0.0
11980,904075,GFDC,License,Miss DD II Daycare Inc.,BRONX,10467,Bronx 10,0,0,0,4,12,16,40.87784,-73.882195,0.0
11981,897213,GFDC,License,"Our Loving Arms, LIII INC.",Mastic Beach,11951,William Floyd,0,0,0,4,12,16,40.782704,-72.841419,0.0
11982,888884,GFDC,License,Determined Scholars Group Family Daycare LLC,Brooklyn,11212,Brooklyn 23,0,0,0,4,12,16,40.668293,-73.906711,0.0
11983,909870,GFDC,License,Little Alstyne Daycare LLC,Corona,11368,Queens 24,0,0,0,4,12,16,40.743198,-73.858646,0.0
11984,892861,GFDC,License,"Bennett Alava, Carmen",Queens,11368,Queens 24,0,0,0,4,12,16,40.74799,-73.861435,0.0
11985,897852,GFDC,License,"Sanchez, Salhiana",Bronx,10469,Bronx 11,0,0,0,4,12,16,40.862214,-73.847997,0.0
11986,886489,FDC,Registration,Buffalo Bambinos,Buffalo,14220,Buffalo,0,0,0,2,6,8,42.846344,-78.824063,0.0
11987,911545,FDC,Registration,Busy Bee Daycare,Rochester,14606,Rochester,0,0,0,2,6,8,43.168836,-77.655346,0.0
11988,896789,SACC,Registration,SCOPE Educational Services,Center Moriches,11934,Center Moriches,0,0,0,90,0,90,40.801221,-72.798686,0.0
11989,884501,GFDC,License,"Paulino Soriano, Yanilda",Bronx,10456,Bronx 9,0,0,0,2,12,14,40.830329,-73.919598,0.0
11990,913249,FDC,Registration,"Coder, Shelby",Falconer,14733,Falconer,0,0,0,2,6,8,,,0.0
11991,901517,GFDC,License,Angels Family Group Daycare Inc.,Huntington Station,11746,Huntington,0,0,0,4,12,16,40.848485,-73.403509,0.0
11992,894815,GFDC,License,Tiny Dinos Group Family Day Care,Ticonderoga,12883,Ticonderoga,0,0,0,4,12,16,43.834589,-73.425747,0.0
11993,894578,SACC,Registration,"South Asian Youth Action (SAYA!), Inc.",Brooklyn,11218,Brooklyn 15,0,0,0,38,0,38,40.645251,-73.980423,0.0
11994,906270,GFDC,License,Child's Play House Family Daycare Corporation,Bayside,11361,Queens 26,0,0,0,4,12,16,40.765381,-73.786866,0.0
11995,906374,GFDC,License,"Davydova, Ksio",Flushing,11367,Queens 25,0,0,0,4,12,16,40.725034,-73.820019,0.0
11996,915054,FDC,Registration,"Concepcion, Jazmine",brooklyn,11226,Brooklyn 17,0,0,0,2,6,8,40.652402,-73.959035,0.0
11997,918690,GFDC,License,SMG GROUP FAMILY DAYCARE LLC,Bronx,10453,Bronx 7,0,0,0,4,12,16,40.813718,-73.930202,0.0
11998,890321,GFDC,License,Happy Loving Group Daycare Corporation,New York,10033,Manhattan 6,0,0,0,4,12,16,40.846996,-73.939673,0.0
11999,906725,GFDC,License,COZY COUPE PLAYGROUP INC.,Brooklyn,11219,Brooklyn 20,0,0,0,0,12,12,40.634846,-74.000589,0.0
12000,884053,GFDC,License,Leilany Family Daycare LLC,Bronx,10473,Bronx 8,0,0,0,4,12,16,40.814072,-73.860113,0.0
12001,906678,DCC,License,CHILDREN FIRST CHRISTIAN CHILD CARE AND EARLY LEARNING INC.,Buffalo,14218,Lackawana,8,10,12,6,0,36,42.824592,-78.802921,25.2
12002,914698,FDC,Registration,"Rodriguez, Antonio",Jamestown,14701,Jamestown,0,0,0,2,6,8,42.112294,-79.242109,0.0
12003,904200,GFDC,License,MC Group Family Daycare Corp,Brooklyn,11220,Brooklyn 15,0,0,0,4,12,16,40.647736,-74.013444,0.0
12004,904464,GFDC,License,"Diaz, Juany",Yonkers,10705,Yonkers,0,0,0,4,12,16,40.923958,-73.899105,0.0
12005,897714,GFDC,License,NACHITO DAY CARE CENTER INC,Bronx,10465,Bronx 8,0,0,0,4,12,16,40.819844,-73.821696,0.0
12006,903520,GFDC,License,WE CARE 4 CHILD CARE LLC,West Nyack,10994,Clarkstown,0,0,0,4,12,16,41.092005,-73.99298,0.0
12007,899694,GFDC,License,TINY TOTS I DAYCARE INC.,Bronx,10468,Bronx 10,0,0,0,4,12,16,40.871605,-73.900994,0.0
12008,911809,FDC,Registration,"Johnson, Shanan",Bronx,10457,Bronx 10,0,0,0,2,6,8,40.853851,-73.892296,0.0
12009,903910,SACC,Registration,"KidZone@PS 178M, Inc.",Manhattan,10040,Manhattan 6,0,0,0,83,0,83,40.862156,-73.929644,0.0
12010,901032,SACC,Registration,Healthy Kids Extended Day Program,Candor,13743,Candor,0,0,8,22,0,30,42.227479,-76.337327,4.8
12011,919486,GFDC,License,"Castillo Dilone, Maximo",Woodhaven,11421,Queens 27,0,0,0,4,12,16,40.689781,-73.866317,0.0
12012,903023,GFDC,License,"Sevilla, Rozi",Brooklyn,11234,Brooklyn 22,0,0,0,4,12,16,40.612909,-73.932642,0.0
12013,887417,DCC,License,"TLE at Huntington-NY, LLC",Huntington,11743,South Huntington,32,60,41,20,0,153,40.828801,-73.421295,116.6
12014,898976,FDC,Registration,"Tikaram, Dhanrajie",Schenectady,12303,Schenectady,0,0,0,2,6,8,42.796772,-73.941504,0.0
12015,893765,GFDC,License,"Rondon-Jimenez, Patricia",Bronx,10472,Bronx 12,0,0,0,4,12,16,40.829768,-73.870467,0.0
12016,886307,GFDC,License,"Hidalgo De Belen, Angela",Bronx,10456,Bronx 9,0,0,0,0,12,12,40.828422,-73.916581,0.0
12017,900622,GFDC,License,Bekah's Haven Home Child Care,Schenectady,12308,Schenectady,0,0,0,4,12,16,42.814507,-73.926038,0.0
12018,920088,SACC,Registration,Oswego YMCA - Minetto Elementary,Oswego,13126,Oswego,0,0,0,50,0,50,43.393234,-76.472124,0.0
12019,916409,GFDC,License,Little Magic Hands Corp.,"Newburgh, NY",12550,Newburgh,0,0,0,4,12,16,41.522385,-74.0903,0.0
12020,907501,DCC,License,Capital District Beginnings,Troy,12180,Troy,0,0,34,0,0,34,42.738662,-73.685225,20.4
12021,913092,SACC,Registration,Kids In The Game LLC,New York,10027,Manhattan 6,0,0,0,114,0,114,40.819312,-73.956843,0.0
12022,895418,GFDC,License,"Curenton, Imawney",Rochester,14609,Rochester,0,0,0,4,12,16,43.161573,-77.557544,0.0
12023,891282,GFDC,License,Little Critters Daycare,Moriah,12960,Moriah,0,0,0,4,12,16,44.054356,-73.508152,0.0
12024,891984,GFDC,License,"Daffeh, Fatou",Bronx,10467,Bronx 11,0,0,0,2,12,14,40.872898,-73.862547,0.0
12025,913628,GFDC,License,GG'S PLAYHOUSE GROUP FAMILY DAYCARE CORP.,Uniondale,11553,Uniondale,0,0,0,4,12,16,40.708563,-73.581517,0.0
12026,920481,GFDC,License,Totally Tots Inc,Pomona,10970,Haverstraw-Stony Pt,0,0,0,4,12,16,,,0.0
12027,886209,GFDC,License,Stop N Play Daycare Inc,Hawthorne,10532,Mt Pleasant Cent,0,0,0,4,12,16,41.107018,-73.789688,0.0
12028,888877,GFDC,License,"BROOKLYN WATCH US GROW GROUP FAMILY DAYCARE, INC.",Brooklyn,11221,Brooklyn 32,0,0,0,4,12,16,40.688444,-73.914726,0.0
12029,892924,GFDC,License,"Torres, Vickie",Bronx,10468,Bronx 10,0,0,0,4,12,16,40.861481,-73.900175,0.0
12030,885514,GFDC,License,Dee's Little Champs Daycare Inc.,Freeport,11520,Roosevelt,0,0,0,4,12,16,40.6712,-73.5872,0.0
12031,907965,FDC,Registration,"Ruff, Jacqueline",Ballston Spa,12020,Saratoga Springs,0,0,0,2,6,8,43.04919,-73.872764,0.0
12032,919443,GFDC,License,Charming World Daycare Corp,Freeport,11520,Freeport,0,0,0,4,12,16,40.663078,-73.588591,0.0
12033,902232,DCC,License,ALL ABOUT THE LITTLE ONES,holbrook,11741,Sachem,8,10,34,0,0,52,40.771145,-73.06662,38.4
12034,891734,GFDC,License,"Kohanov, Sarah",Flushing,11367,Queens 25,0,0,0,4,12,16,40.721949,-73.814954,0.0
12035,901718,SACC,Registration,"The Booker T. Washington Community Center of Auburn, N.Y., Inc.",Auburn,13021,Auburn,0,0,0,100,0,100,42.935376,-76.543083,0.0
12036,922068,SACC,Registration,"Lawless, Erica",New York,10026,Manhattan 3,0,0,0,70,0,70,40.801681,-73.95061,0.0
12037,896219,GFDC,License,"Oulai, Feya Sophie",Bronx,10454,Bronx 7,0,0,0,2,12,14,40.808745,-73.913726,0.0
12038,911898,FDC,Registration,Heavens Little Angels Daycare,Shirley,11967,William Floyd,0,0,0,2,6,8,40.79217,-72.866154,0.0
12039,909642,FDC,Registration,"Ghazi, Subhanya",Schenectady,12309,Niskayuna,0,0,0,2,6,8,42.767826,-73.828238,0.0
12040,887752,DCC,License,"Tioga Downs Racetrack, LLC",Nichols,13812,Tioga,4,12,16,0,0,32,42.028107,-76.41746,25.6
12041,901762,GFDC,License,"Encarnacion, Danixa",Bronx,10452,Bronx 9,0,0,0,4,12,16,40.841817,-73.926261,0.0
12042,908459,GFDC,License,Three Little Kittens Daycare,Canajoharie,13317,Canajoharie,0,0,0,4,12,16,42.899817,-74.57658,0.0
12043,907592,GFDC,License,"Smith Soriano, Rosa",Bronx,10468,Bronx 10,0,0,0,4,12,16,40.86691,-73.90032,0.0
12044,908206,GFDC,License,Sunset Park Kids Club LLC,Brooklyn,11232,Brooklyn 15,0,0,0,4,12,16,40.659998,-73.99994,0.0
12045,893452,GFDC,License,LITTLE SUNRISE DAY CARE LLC,East Elmhurst,11370,Queens 30,0,0,0,4,12,16,40.759099,-73.888604,0.0
12046,892343,DCC,License,Tina's Daycare Center,New Windsor,12553,Newburgh,14,22,14,18,0,68,41.470083,-74.047538,44.4
12047,902967,GFDC,License,"Oliva Perez, Mileydis",Syracuse,13208,Lyncourt,0,0,0,2,12,14,43.08095,-76.130003,0.0
12048,887317,GFDC,License,PRECIOUS TOTS DAYCARE NY INC,Bronx,10468,Bronx 10,0,0,0,4,12,16,40.866679,-73.896731,0.0
12049,909156,GFDC,License,"Mina, Tanya",Bronx,10461,Bronx 11,0,0,0,2,12,14,40.850932,-73.853234,0.0
12050,920233,FDC,Registration,"Darling, Brandy",Auburn,13021,Union Springs,0,0,0,2,6,8,42.937984,-76.603518,0.0
12051,885393,GFDC,License,"Olsen, Michelle",Oceanside,11572,Oceanside,0,0,0,4,12,16,40.629435,-73.654663,0.0
12052,908991,FDC,Registration,"Parker, Teleakie",Bronx,10459,Bronx 12,0,0,0,2,6,8,40.827546,-73.895651,0.0
12053,892213,GFDC,License,"DELILAH'S GROUP FAMILY DAYCARE, LLC",Bronx,10465,Bronx 8,0,0,0,4,12,16,40.831362,-73.818657,0.0
12054,883021,SACC,Registration,"The Committee for Hispanic Children and Families, Inc.",Bronx,10453,Bronx 10,0,0,0,115,0,115,40.855963,-73.91616,0.0
12055,894702,SACC,Registration,"Adventures in Learning, Inc",Great Neck,11024,Great Neck,0,0,0,206,0,206,40.812323,-73.734829,0.0
12056,906599,GFDC,License,KJJ LITTLE ANGEL DAYCARE LLC,Freeport,11520,Freeport,0,0,0,0,8,8,40.659626,-73.587965,0.0
12057,890580,SACC,Registration,"The Young Men's Christian Association of Long Island, Inc.",Huntington,11743,Huntington,0,0,0,44,0,44,40.889772,-73.394563,0.0
12058,921961,SACC,Registration,"Literacy West, NY INC",Friendship,14739,Friendship,0,0,0,80,0,80,42.206352,-78.135567,0.0
12059,888073,GFDC,License,"Dandridge, Nichele",Bronx,10467,Bronx 10,0,0,0,4,12,16,40.873184,-73.876246,0.0
12060,889283,SACC,Registration,Cornell Cooperation Extension Association of St. Lawrence Hermon-Dekalb After School,DeKalb Junction,13630,Hermon-Dekalb,0,0,0,232,0,232,44.482643,-75.303371,0.0
12061,901469,GFDC,License,"Contreras, Claudia",New York,10034,Manhattan 6,0,0,0,4,12,16,40.866938,-73.920484,0.0
12062,895989,GFDC,License,"Sosa De Amaro, Ralniris",Bronx,10461,Bronx 8,0,0,0,0,12,12,40.846522,-73.828164,0.0
12063,902695,GFDC,License,"Beyond Readiness, LLC",New York,10039,Manhattan 5,0,0,0,4,12,16,40.823138,-73.940175,0.0
12064,902641,GFDC,License,"Barrie, Oumar",Bronx,10460,Bronx 12,0,0,0,0,12,12,40.839021,-73.885327,0.0
12065,883974,FDC,Registration,Dream Playhouse,Syracuse,13208,Syracuse,0,0,0,2,6,8,43.062878,-76.15221,0.0
12066,898860,FDC,Registration,LOVE HOPE & FAITH DAYCARE LLC,Rochester,14621,Rochester,0,0,0,2,6,8,43.183977,-77.58976,0.0
12067,906118,DCC,License,Montessori School of Rochester,Rochester,14618,Brighton,8,24,0,0,0,32,43.109658,-77.574538,32.0
12068,898926,GFDC,License,The little Copper Rockers Daycare LLC,Walden,12586,Wallkill,0,0,0,4,12,16,41.560834,-74.113174,0.0
12069,893792,DCC,License,G&D Speech and Occupational Therapy,Livingston Manor,12758,Liberty,0,0,149,0,0,149,41.803777,-74.831311,89.39999999999999
12070,916486,DCC,License,"Newmeadow, Inc.",Fort Edward,12828,Fort Edward,0,0,126,0,0,126,43.270053,-73.586248,75.6
12071,900225,GFDC,License,"Francisco, Erika",Bronx,10458,Bronx 10,0,0,0,4,12,16,40.867567,-73.88824,0.0
12072,887437,GFDC,License,"Ogando, Rosa",New York,10029,Manhattan 4,0,0,0,4,12,16,40.796561,-73.943451,0.0
12073,886355,GFDC,License,"ANA'S STARS DAYCARE, INC.",Westbury,11590,Westbury,0,0,0,4,12,16,40.748905,-73.579321,0.0
12074,905907,GFDC,License,Scholar's Path 2 Corp.,Bronx,10469,Bronx 11,0,0,0,4,12,16,40.882681,-73.851719,0.0
12075,906900,GFDC,License,"Pine, Janique",Bronx,10469,Bronx 11,0,0,0,0,12,12,40.870082,-73.839974,0.0
12076,901780,FDC,Registration,"Ly, Hassanatou",Brooklyn,11225,Brooklyn 17,0,0,0,2,6,8,40.664829,-73.957361,0.0
12077,894923,GFDC,License,MADII'S LEARN N PLAY DAYCARE LLC,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.836966,-73.919221,0.0
12078,903959,FDC,Registration,"James, Antonia",Brooklyn,11233,Brooklyn 16,0,0,0,2,6,8,40.677169,-73.92294,0.0
12079,921413,GFDC,License,SUNNY NH INC.,Flushing,11365,Queens 25,0,0,0,4,12,16,40.737592,-73.800768,0.0
12080,900829,FDC,Registration,Hugs And Kisses Daycare,Waterloo,13165,Waterloo,0,0,0,2,6,8,42.904852,-76.858178,0.0
12081,916672,GFDC,License,Little Diamonds Daycare Corporation,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.830735,-73.929598,0.0
12082,886858,SACC,Registration,Healthy Kids Programs,Monticello,12701,Monticello,0,0,0,60,0,60,41.648351,-74.679097,0.0
12083,892468,GFDC,License,Happy Steps Group Family Daycare,Bronx,10453,Bronx 10,0,0,0,4,12,16,40.851778,-73.906553,0.0
12084,884788,GFDC,License,"Shahar, Mor",Garnerville,10923,Haverstraw-Stony Pt,0,0,0,4,12,16,41.196647,-74.020765,0.0
12085,895048,SACC,Pending Revocation,Roads to Success,New York,10027,Manhattan 5,0,0,0,65,0,65,40.813926,-73.946101,0.0
12086,887840,GFDC,License,Planting A Seed Home Daycare,Bronx,10457,Bronx 10,0,0,0,0,12,12,40.847439,-73.890846,0.0
12087,894465,GFDC,License,Yudelka's Daycare,Rochester,14605,Rochester,0,0,0,4,12,16,43.165469,-77.598799,0.0
